"name" "iF" "mF" "oF" "nF" "vF" "iM" "mM" "oM" "nM" "vM" "iN" "mN" "oN" "nN" "vN" "iA" "mA" "oA" "nA" "vA" "iFM" "mFM" "oFM" "nFM" "vFM" "iMN" "mMN" "oMN" "nMN" "vMN" "iFN" "mFN" "oFN" "nFN" "vFN" "notesF" "notesM" "notesN" "language" "int" "mouth" "nasal" "height" "front" "asp" "glot" "onset" "vC" "iC" "oC" "nC" "mC"
"134" "short_clip_MP_20110730_JB_video_GYHM100_04_491571_496140" "r" "o" "z" "n" "a" "r" "o" "x" "n" "a" "r" "o" "z" "n" "a" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" NA "o: want to say h but fear that overlap fools me. v: bit higher and more central." NA "MurrinyPatha" 3 2 3 0 0 NA NA NA "a a a" "r r r" "z x z" "n n n" "o o o"
"135" "short_clip_MP_20110730_JB_video_GYHM100_04_620115_623307" "r" "o" "z" "n" "@" "r" "i" "z" "n" "@" "r" "o" "h" "n" "a" "True" "False" "False" "True" "False" "True" "False" "True" "True" "True" "True" "False" "False" "True" "False" "True" "True" "False" "True" "False" NA "v: schwa quality also to do with closure i." NA "MurrinyPatha" 3 1 3 2 0 1 NA 1 "@ @ a" "r r r" "z z h" "n n n" "o i o"
"136" "short_clip_MP_20110730_JB_video_GYHM100_04_794650_800181" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "x" "x" "x" "x" "x" "False" "False" "False" "False" "False" "True" "True" "True" "True" "True" "False" "False" "False" "False" "False" "False" "False" "False" "False" "False" NA "v: quite back." "v: not clear which is the interjection" "MurrinyPatha" NA NA NA NA NA NA NA NA "a a x" "r r x" "z z x" "n n x" "o o x"
"137" "short_clip_MP_20110730_JB_video_GYHM100_04_893610_895803" "l" "o" "h" "o" "@" "r" "o" "h" "n" "@" "r" "o" "h" "n" "@" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" "True" "True" "False" "True" NA "o: abrupt glottal-stop like ending. v: @ but considerably lower and fronter, I want to say in the triangle of E, a, @." "v: could be a" "MurrinyPatha" 2 2 2 3 0 3 NA 3 "@ @ @" "l r r" "h h h" "o n n" "o o o"
"138" "short_clip_MP_20110824_JB_video_GYHM100_02_1415836_1420041" "f" "o" "z" "o" "a" "l" "o" "z" "o" "a" "f" "o" "z" "n" "a" "False" "True" "True" "False" "True" "False" "True" "True" "True" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" "True" NA NA NA "MurrinyPatha" -2 2 1 0 0 0 0 0 "a a a" "f l f" "z z z" "o o n" "o o o"
"139" "short_clip_MP_20110824_JB_video_GYHM100_02_1429561_1434061" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA NA NA "MurrinyPatha" 3 -4 3 NA NA 0 0 0 "x x x" "r r r" "z z z" "n n n" "c c c"
"140" "short_clip_Mandarin_TPE09__Large__155080_157700" "r" "c" "z" "n" "x" "r" "c" "x" "n" "x" "r" "o" "h" "n" "E" "True" "False" "False" "True" "False" "True" "True" "False" "True" "True" "True" "False" "False" "True" "False" "True" "False" "False" "True" "False" NA NA NA "Mandarin" 3 -2 3 NA NA NA NA NA "x x E" "r r r" "z x h" "n n n" "c c o"
"141" "short_clip_Mandarin_TPE09__Large__280390_285380" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "r" "o" "z" "n" "a" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" NA "p: drawn out." NA "Mandarin" 3 -2 3 NA NA 0 0 0 "x x a" "r r r" "z z z" "n n n" "c c o"
"142" "short_clip_Mandarin_TPE09__Large__467140_473740" "r" "o" "z" "n" "E" "r" "o" "h" "n" "a" "r" "o" "z" "n" "a" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" NA "v: in between E and a and a bit more central." NA "Mandarin" 3 2 3 0 1 1 NA 1 "E a a" "r r r" "z h z" "n n n" "o o o"
"143" "short_clip_Mandarin_TPE09__Large__600101_606419" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA "p: exaggerated." NA "Mandarin" 3 2 3 0 0 0 0 0 "a a a" "r r r" "z z z" "n n n" "o o o"
"144" "short_clip_Mandarin_TPE09__Large__64689_67752" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "r" "o" "h" "n" "a" "True" "False" "False" "True" "False" "True" "True" "True" "True" "True" "True" "False" "False" "True" "False" "True" "False" "False" "True" "False" NA NA NA "Mandarin" 3 -2 3 NA NA 1 NA 1 "x x a" "r r r" "z z h" "n n n" "c c o"
"145" "short_clip_Mandarin_TPE11__Large__444470_448180" "r" "o" "z" "n" "@" "x" "x" "x" "x" "x" "r" "x" "x" "x" "x" "False" "False" "False" "False" "False" "False" "False" "False" "False" "False" "False" "True" "True" "True" "True" "True" "False" "False" "False" "False" NA "g: bad sound." NA "Mandarin" NA NA NA NA NA NA NA NA "@ x x" "r x r" "z x x" "n x x" "o x x"
"146" "short_clip_Mandarin_TPE15_00-50" "r" "o" "z" "n" "E" "r" "o" "z" "n" "a" "r" "o" "h" "n" "a" "True" "True" "False" "True" "False" "True" "True" "True" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" "True" "False" NA "v: bit higher." NA "Mandarin" 3 2 3 0 1 1 NA 1 "E a a" "r r r" "z z h" "n n n" "o o o"
"147" "short_clip_Mandarin_TPE15_01-36" "r" "c" "z" "n" "x" "r" "c" "g" "n" "x" "r" "i" "z" "n" "x" "True" "False" "False" "True" "True" "True" "True" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "True" "True" "True" NA "p: very short token." NA "Mandarin" 3 -3 3 NA NA NA 1 -1 "x x x" "r r r" "z g z" "n n n" "c c i"
"148" "short_clip_Mandarin_TPE15_Alt_Audio_929450_933000" "f" "o" "g" "o" "a" "r" "o" "z" "n" "E" "r" "o" "h" "n" "a" "False" "True" "False" "False" "False" "False" "True" "False" "False" "False" "True" "True" "False" "True" "False" "False" "True" "False" "False" "True" NA "v: more central." NA "Mandarin" 1 2 2 0 1 NA NA 0 "a E a" "f r r" "g z h" "o n n" "o o o"
"149" "short_clip_Mandarin_TPE17_Alt_Audio_801440_807270" "l" "o" "g" "o" "a" "l" "o" "z" "n" "@" "l" "o" "h" "n" "a" "True" "True" "False" "False" "False" "True" "True" "False" "False" "False" "True" "True" "False" "True" "False" "True" "True" "False" "False" "True" NA NA NA "Mandarin" 0 2 2 1 0 NA NA 0 "a @ a" "l l l" "g z h" "o n n" "o o o"
"150" "short_clip_Russian_1065642_20120120_colleagues_casual_b" "r" "o" "g" "o" "a" "r" "o" "g" "n" "E" "r" "o" "z" "n" "a" "True" "True" "False" "False" "False" "True" "True" "True" "False" "False" "True" "True" "False" "True" "False" "True" "True" "False" "False" "True" NA "v: bit more central and lower." NA "Russian" 3 2 2 0 1 NA 2 -2 "a E a" "r r r" "g g z" "o n n" "o o o"
"151" "short_clip_Russian_18311_20120602_friends_b" "r" "c" "z" "n" "x" "r" "c" "g" "n" "x" "r" "i" "z" "n" "@" "True" "False" "False" "True" "False" "True" "True" "False" "True" "True" "True" "False" "False" "True" "False" "True" "False" "True" "True" "False" NA NA NA "Russian" 3 -3 3 NA NA NA 1 -1 "x x @" "r r r" "z g z" "n n n" "c c i"
"152" "short_clip_Russian_20110807_Family_evening_a_616380" "r" "o" "z" "n" "@" "r" "i" "z" "n" "x" "r" "i" "z" "n" "@" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" "True" "False" "True" "True" "True" NA "v: inaudible due to intermediate closure." NA "Russian" 3 0 3 NA NA 0 0 0 "@ x @" "r r r" "z z z" "n n n" "o i i"
"153" "short_clip_Russian_291000_20120113_family_cooking_compound_A" "r" "o" "z" "n" "@" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" "True" "True" "False" NA "p: quite exaggerated." NA "Russian" 3 -2 3 NA NA 0 0 0 "@ x x" "r r r" "z z z" "n n n" "o c c"
"154" "short_clip_Russian_336650_20120120_colleagues_casual_b" "r" "o" "z" "o" "a" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" NA "v: bit towards central." NA "Russian" 3 2 2 0 0 0 0 0 "a a a" "r r r" "z z z" "o n n" "o o o"
"155" "short_clip_Russian_499870_20120113_family_cooking_compound_A" "r" "o" "h" "n" "@" "r" "c" "h" "n" "x" "r" "c" "z" "n" "x" "True" "False" "False" "True" "False" "True" "False" "True" "True" "False" "True" "True" "False" "True" "True" "True" "False" "False" "True" "False" NA NA NA "Russian" 3 -2 3 NA NA 2 NA 2 "@ x x" "r r r" "h h z" "n n n" "o c c"
"156" "short_clip_Russian_553772_20110807_Family_evening_b" "r" "o" "z" "o" "a" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" NA "v: sort of glides towards higher but strange overlap sound" NA "Russian" 3 2 2 0 0 0 0 0 "a a a" "r r r" "z z z" "o n n" "o o o"
"157" "short_clip_Russian_56700_20120120_colleagues_casual_b" "r" "o" "z" "n" "@" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" NA NA NA "Russian" 3 2 3 1 2 0 0 0 "@ E E" "r r r" "z z z" "n n n" "o o o"
"158" "short_clip_Russian_64820_20120120_colleagues_casual_b" "r" "o" "z" "n" "E" "r" "o" "z" "n" "@" "r" "o" "z" "n" "@" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" NA "v: very difficult to hear actually." NA "Russian" 3 2 3 2 1 0 0 0 "E @ @" "r r r" "z z z" "n n n" "o o o"
"159" "short_clip_Russian_768081_20120602_friends_b" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA "v: but towards @ and E, midpoint of triangle." NA "Russian" 3 2 3 0 0 0 0 0 "a a a" "r r r" "z z z" "n n n" "o o o"
"160" "short_clip_Russian_OIR_2601071_2605931" "r" "o" "z" "o" "@" "r" "o" "g" "n" "E" "r" "o" "z" "n" "E" "True" "True" "False" "False" "False" "True" "True" "False" "False" "False" "True" "True" "False" "True" "True" "True" "True" "True" "False" "False" NA "v: but bit more central and lower." NA "Russian" 3 2 2 1 2 NA 1 -1 "@ E E" "r r r" "z g z" "o n n" "o o o"
"161" "short_clip_Russian_OIR_2694731_2698040" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "r" "i" "z" "n" "@" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" NA "brief duration." NA "Russian" 3 -3 3 NA NA 0 0 0 "x x @" "r r r" "z z z" "n n n" "c c i"
"162" "short_clip_Russian_OIR_2742771_2746341" "r" "o" "z" "n" "@" "r" "o" "g" "n" "@" "r" "o" "z" "n" "@" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" NA "o: or is the g just the abruptness?." NA "Russian" 3 2 3 3 0 NA 1 -1 "@ @ @" "r r r" "z g z" "n n n" "o o o"
"163" "short_clip_Russian_OIR_2807521_2812520" "r" "c" "z" "n" "x" "r" "c" "x" "n" "x" "r" "i" "z" "n" "@" "True" "False" "False" "True" "False" "True" "True" "False" "True" "True" "True" "False" "False" "True" "False" "True" "False" "True" "True" "False" NA "g: bad audio, short" "v: unclear" "Russian" 3 -3 3 NA NA NA NA NA "x x @" "r r r" "z x z" "n n n" "c c i"
"164" "short_clip_Russian_OIR_2851531_2857240" "r" "c" "z" "n" "x" "r" "c" "g" "n" "x" "r" "c" "z" "n" "x" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" NA NA NA "Russian" 3 -4 3 NA NA NA 1 -1 "x x x" "r r r" "z g z" "n n n" "c c c"
"165" "short_clip_Russian_OIR_4791132_4797042" "r" "o" "g" "o" "E" "r" "o" "g" "n" "E" "r" "o" "z" "n" "@" "True" "True" "False" "False" "False" "True" "True" "True" "False" "True" "True" "True" "False" "True" "False" "True" "True" "False" "False" "False" NA "v: but bit lower, toward a." NA "Russian" 3 2 2 1 2 NA 2 -2 "E E @" "r r r" "g g z" "o n n" "o o o"
"166" "short_clip_Russian_OIR_4809462_4817640" "f" "o" "g" "n" "@" "r" "o" "g" "n" "@" "l" "o" "z" "n" "@" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" NA "v: bit fronter, very short token though." NA "Russian" 0 2 3 3 0 NA 2 -2 "@ @ @" "f r l" "g g z" "n n n" "o o o"
"167" "short_clip_Russian_OIR_4920178_4924880" "l" "o" "z" "o" "@" "r" "o" "g" "n" "@" "l" "o" "z" "n" "@" "False" "True" "False" "False" "True" "False" "True" "False" "False" "True" "False" "True" "False" "True" "True" "True" "True" "True" "False" "True" NA "o: not sure about g but onset is quite abrupt." NA "Russian" 1 2 2 3 0 NA 1 -1 "@ @ @" "l r l" "z g z" "o n n" "o o o"
"168" "short_clip_Siwu_Compound_4_1091790_1098140" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "r" "o" "z" "n" "a" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" NA "o: if not glottal certainly abrupt onset. v: almost arbitrary choice, sounds right in the middle of the E a @ triangle." NA "Siwu" 3 2 3 0 2 0 0 0 "E E a" "r r r" "z z z" "n n n" "o o o"
"169" "short_clip_Siwu_Compound_4_1876670_1880720" "x" "x" "x" "x" "x" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "False" "False" "False" "False" "True" "False" "False" "False" "False" "True" "True" "True" "True" "True" "True" "False" "False" "False" "False" "True" NA NA NA "Siwu" NA NA NA NA NA NA NA NA "x x x" "x r r" "x z z" "x n n" "x c c"
"170" "short_clip_Siwu_Compound_4_1914660_1919370" "r" "o" "z" "n" "@" "r" "i" "g" "n" "@" "r" "o" "z" "n" "@" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "True" "True" "True" NA "p: seems bit exaggerated is this long-distance?" NA "Siwu" 3 1 3 3 0 NA 1 -1 "@ @ @" "r r r" "z g z" "n n n" "o i o"
"171" "short_clip_Siwu_Gunpowder_1452175_1455100" "r" "o" "g" "o" "a" "r" "o" "g" "n" "@" "r" "o" "g" "n" "a" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "False" "True" "True" "True" "False" "True" NA "v: towards low front." NA "Siwu" 3 2 2 1 0 NA 3 -3 "a @ a" "r r r" "g g g" "o n n" "o o o"
"172" "short_clip_Siwu_Maize1_4037094_4040939" "r" "o" "z" "n" "a" "r" "o" "z" "n" "@" "r" "o" "z" "n" "a" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" NA "v: but bit lower." NA "Siwu" 3 2 3 1 0 0 0 0 "a @ a" "r r r" "z z z" "n n n" "o o o"
"173" "short_clip_Siwu_Maize1_4392761_4398030" "r" "o" "z" "n" "E" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" NA NA NA "Siwu" 3 2 3 0 1 0 0 0 "E a a" "r r r" "z z z" "n n n" "o o o"
"174" "short_clip_Siwu_Maize1_6239449_6241528" "r" "o" "z" "o" "a" "r" "o" "z" "n" "@" "r" "o" "z" "n" "@" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "True" "True" "True" "True" "False" "False" NA NA NA "Siwu" 3 2 2 2 0 0 0 0 "a @ @" "r r r" "z z z" "o n n" "o o o"
"175" "short_clip_Siwu_Maize1_806277_809217" "r" "o" "z" "n" "a" "r" "o" "z" "n" "@" "r" "o" "z" "n" "a" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" NA "v: but difficult to hear due to chainsaw." NA "Siwu" 3 2 3 1 0 0 0 0 "a @ a" "r r r" "z z z" "n n n" "o o o"
"176" "short_clip_Siwu_Maize_1_1017013_1019528" "r" "x" "x" "x" "x" "r" "o" "x" "n" "@" "r" "o" "x" "n" "a" "True" "False" "True" "False" "False" "True" "False" "True" "False" "False" "True" "True" "True" "True" "False" "True" "False" "True" "False" "False" NA "o: difficult to hear due to overlap." NA "Siwu" 3 NA NA NA NA NA NA NA "x @ a" "r r r" "x x x" "x n n" "x o o"
"177" "short_clip_Siwu_Maize_1_1073025_1075505" "r" "c" "z" "n" "x" "r" "i" "z" "n" "x" "r" "o" "g" "n" "@" "True" "False" "False" "True" "False" "True" "False" "True" "True" "True" "True" "False" "False" "True" "False" "True" "False" "False" "True" "False" NA "v: inaudible due to intermediate closure." NA "Siwu" 3 -1 3 NA NA NA 1 -1 "x x @" "r r r" "z z g" "n n n" "c i o"
"178" "short_clip_Siwu_Maize_3_336720_339077" "r" "o" "z" "o" "e" "r" "o" "g" "n" "E" "r" "o" "z" "n" "e" "True" "True" "False" "False" "False" "True" "True" "False" "False" "False" "True" "True" "False" "True" "False" "True" "True" "True" "False" "True" NA NA "v: could be E" "Siwu" 3 2 2 2 3 NA 1 -1 "e E e" "r r r" "z g z" "o n n" "o o o"
"179" "short_clip_Siwu_Maize_3_544180_547470" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "r" "i" "z" "n" "@" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" NA NA NA "Siwu" 3 -3 3 NA NA 0 0 0 "x x @" "r r r" "z z z" "n n n" "c c i"
"180" "short_clip_Siwu_Maize_3_546810_549250" "x" "x" "x" "x" "x" "r" "c" "z" "n" "x" "f" "x" "x" "x" "x" "False" "False" "False" "False" "True" "False" "False" "False" "False" "True" "False" "False" "False" "False" "True" "False" "True" "True" "True" "True" NA "p: not entirely surely due to overlap, I think I reconstruct rising but is it there?." NA "Siwu" NA NA NA NA NA NA NA NA "x x x" "x r f" "x z x" "x n x" "x c x"
"181" "short_clip_Siwu_Maize_3_548390_553580" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "r" "i" "z" "n" "@" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" NA NA NA "Siwu" 3 -3 3 NA NA 0 0 0 "x x @" "r r r" "z z z" "n n n" "c c i"
"182" "short_clip_Siwu_Maize_3_700964_707304" "r" "o" "z" "n" "@" "r" "o" "z" "n" "E" "r" "o" "h" "n" "E" "True" "True" "False" "True" "False" "True" "True" "True" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" "True" "False" NA "g: kid." NA "Siwu" 3 2 3 1 2 1 NA 1 "@ E E" "r r r" "z z h" "n n n" "o o o"
"183" "short_clip_Siwu_Maize_3_758326_761096" "r" "o" "z" "n" "@" "r" "c" "z" "n" "x" "r" "o" "z" "n" "E" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "False" NA NA NA "Siwu" 3 0 3 NA NA 0 0 0 "@ x E" "r r r" "z z z" "n n n" "o c o"
"184" "short_clip_Siwu_Neighbours_2187956_2191876" "r" "o" "z" "n" "@" "r" "o" "z" "n" "a" "r" "o" "z" "n" "E" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" NA "v: difficult because short, but seems a bit higher than a." NA "Siwu" 3 2 3 1 1 0 0 0 "@ a E" "r r r" "z z z" "n n n" "o o o"
"185" "short_clip_Siwu_Neighbours_2244647_2248557" "r" "o" "z" "n" "o" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" NA "o: no onset but labial closure at coda. v: very back." "v: back from a" "Siwu" 3 2 3 0 0 0 0 0 "o a a" "r r r" "z z z" "n n n" "o o o"
"186" "short_clip_Siwu_Neighbours_2646406_2651436" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA NA NA "Siwu" 3 2 3 0 3 0 0 0 "E E E" "r r r" "z z z" "n n n" "o o o"
"187" "short_clip_Siwu_Neighbours_5517421_5520202" "r" "o" "z" "n" "@" "r" "o" "z" "n" "@" "r" "o" "z" "n" "@" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA NA "v: low" "Siwu" 3 2 3 3 0 0 0 0 "@ @ @" "r r r" "z z z" "n n n" "o o o"
"188" "short_clip_Siwu_Neighbours_6106920_6110680" "r" "o" "z" "n" "a" "r" "o" "z" "n" "a" "r" "o" "g" "n" "a" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" NA NA NA "Siwu" 3 2 3 0 0 NA 1 -1 "a a a" "r r r" "z z g" "n n n" "o o o"
"189" "short_clip_Siwu_Neighbours_981052_982624" "r" "o" "z" "o" "E" "r" "o" "z" "n" "E" "r" "o" "z" "n" "E" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" NA NA NA "Siwu" 3 2 2 0 3 0 0 0 "E E E" "r r r" "z z z" "o n n" "o o o"
"190" "short_clip_Siwu_Two_men_2_1825833_1829790" "r" "o" "z" "n" "@" "r" "o" "g" "n" "@" "r" "o" "g" "n" "E" "True" "True" "False" "True" "False" "True" "True" "False" "True" "True" "True" "True" "True" "True" "False" "True" "True" "False" "True" "False" NA NA NA "Siwu" 3 2 3 2 1 NA 2 -2 "@ @ E" "r r r" "z g g" "n n n" "o o o"
"191" "short_clip_Siwu_Two_men_2_597688_599056" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "r" "c" "z" "n" "x" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" "True" NA NA NA "Siwu" 3 -4 3 NA NA 0 0 0 "x x x" "r r r" "z z z" "n n n" "c c c"
"192" "short_clip_Sp_04_378440_387090" "r" "o" "g" "o" "e" "r" "o" "z" "n" "e" "r" "o" "z" "n" "e" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "True" "True" "True" "True" "False" "False" "True" NA NA NA "Spanish" 3 2 2 3 3 NA 1 -1 "e e e" "r r r" "g z z" "o n n" "o o o"
"193" "short_clip_Sp_04_594170_599850" "r" "o" "z" "o" "e" "r" "o" "x" "n" "e" "r" "o" "z" "n" "e" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "False" "True" "True" "True" "True" "True" "False" "True" NA "o: x because laugh particle seems to get in the way." NA "Spanish" 3 2 2 3 3 NA NA NA "e e e" "r r r" "z x z" "o n n" "o o o"
"194" "short_clip_Sp_10_474140_479300" "r" "o" "g" "o" "e" "r" "o" "g" "n" "@" "r" "o" "g" "n" "e" "True" "True" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "False" "True" "True" "True" "False" "True" NA "o: glottal hiccup." NA "Spanish" 3 2 2 3 2 NA 3 -3 "e @ e" "r r r" "g g g" "o n n" "o o o"
"195" "short_clip_Sp_14_364070_370280" "r" "o" "z" "n" "e" "r" "o" "z" "n" "e" "r" "o" "g" "n" "e" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" NA "v: gets E qualities due to nasalization." "v: lowish, could be E" "Spanish" 3 2 3 3 3 NA 1 -1 "e e e" "r r r" "z z g" "n n n" "o o o"
"196" "short_clip_Sp_16_729220_734060" "r" "o" "g" "o" "e" "r" "o" "h" "n" "E" "r" "o" "g" "n" "e" "True" "True" "False" "False" "False" "True" "True" "False" "False" "False" "True" "True" "False" "True" "False" "True" "True" "True" "False" "True" NA "v: towards central perhaps due to nasalization." NA "Spanish" 3 2 2 2 3 NA NA -1 "e E e" "r r r" "g h g" "o n n" "o o o"
"197" "short_clip_Sp_22_954520_959100" "r" "o" "g" "n" "e" "r" "o" "g" "n" "E" "r" "o" "g" "n" "E" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" NA "v: nasal seems to effect vowel perception, would sound e without nasal." NA "Spanish" 3 2 3 1 3 NA 3 -3 "e E E" "r r r" "g g g" "n n n" "o o o"
"198" "short_clip_Sp_23_1124460_1128570" "r" "i" "z" "n" "@" "r" "o" "h" "n" "@" "r" "o" "h" "n" "@" "True" "False" "False" "True" "True" "True" "False" "False" "True" "True" "True" "True" "True" "True" "True" "True" "False" "False" "True" "True" NA "v: but fronter." "v: could be E" "Spanish" 3 1 3 3 0 2 NA 2 "@ @ @" "r r r" "z h h" "n n n" "i o o"
"199" "short_clip_Sp_23_1194800_1199480" "r" "o" "z" "o" "e" "r" "o" "h" "n" "E" "r" "o" "h" "n" "e" "True" "True" "False" "False" "False" "True" "True" "False" "False" "False" "True" "True" "True" "True" "False" "True" "True" "False" "False" "True" NA NA NA "Spanish" 3 2 2 2 3 2 NA 2 "e E e" "r r r" "z h h" "o n n" "o o o"
"200" "short_clip_Sp_23_161670_167550" "r" "o" "g" "o" "e" "r" "o" "x" "n" "E" "f" "o" "g" "n" "e" "False" "True" "False" "False" "False" "True" "True" "False" "False" "False" "False" "True" "False" "True" "False" "False" "True" "True" "False" "True" NA "o: funny onset, overlap or laugh particle?." NA "Spanish" 1 2 2 2 3 NA NA NA "e E e" "r r f" "g x g" "o n n" "o o o"
"201" "short_clip_Sp_23_560420_565020" "r" "o" "z" "n" "e" "r" "o" "z" "n" "e" "r" "o" "g" "n" "e" "True" "True" "False" "True" "True" "True" "True" "True" "True" "True" "True" "True" "False" "True" "True" "True" "True" "False" "True" "True" NA "v: feel like nasal makes e more like E." "o: could be z" "Spanish" 3 2 3 3 3 NA 1 -1 "e e e" "r r r" "z z g" "n n n" "o o o"
"202" "short_clip_Sp_23_682150_687600" "r" "o" "g" "o" "e" "r" "o" "g" "n" "E" "r" "o" "z" "n" "e" "True" "True" "False" "False" "False" "True" "True" "True" "False" "False" "True" "True" "False" "True" "False" "True" "True" "False" "False" "True" NA NA NA "Spanish" 3 2 2 2 3 NA 2 -2 "e E e" "r r r" "g g z" "o n n" "o o o"
